OWNER,TABLE_NAME,COLUMN_NAME,COMMENTS
SYSTEM,ALM_PROYPROD,FECHACTU,
SYSTEM,ALM_PROYPROD,FECHCREA,
SYSTEM,ALM_PROYPROD,FECHPROD,
SYSTEM,ALM_PROYPROD,NUMBER1,
SYSTEM,ALM_PROYPROD,NUMBER2,
SYSTEM,ALM_PROYPROD,NUMBER3,
SYSTEM,ALM_PROYPROD,NUMBER4,
SYSTEM,ALM_PROYPROD,NUMBER5,
SYSTEM,ALM_PROYPROD,OFCN_CMPN_COMPANIA,
SYSTEM,ALM_PROYPROD,OFCN_OFICINA,
SYSTEM,ALM_PROYPROD,PRPD_ID,
SYSTEM,ALM_PROYPROD,REFER,
SYSTEM,ALM_PROYPROD,RESPONSB,
SYSTEM,ALM_PROYPROD,USUACREA,
SYSTEM,ALM_PROYPROD,USUACTUA,
SYSTEM,ALM_PROYPROD,VCHAR1,
SYSTEM,ALM_PROYPROD,VCHAR2,
SYSTEM,ALM_PROYPROD,VCHAR3,
SYSTEM,ALM_PROYPROD,VCHAR4,
SYSTEM,ALM_PROYPROD,VCHAR5,
SYSTEM,ALM_PROYPROD,VIGENTE,
SYSTEM,ALM_TMPDETALOTE,CANTPARC,
SYSTEM,ALM_TMPDETALOTE,DPR_DPR_ID,
SYSTEM,ALM_TMPDETALOTE,DXML_DXML_ID,
SYSTEM,ALM_TMPDETALOTE,FECHACTU,
SYSTEM,ALM_TMPDETALOTE,FECHCREA,
SYSTEM,ALM_TMPDETALOTE,FVENLOTE,
SYSTEM,ALM_TMPDETALOTE,LOTE_ALCANCE,
SYSTEM,ALM_TMPDETALOTE,LOTE_COMPANIA,
SYSTEM,ALM_TMPDETALOTE,LOTE_NUMELOTE,
SYSTEM,ALM_TMPDETALOTE,TDLT_ID,
SYSTEM,ALM_TMPDETALOTE,USUACREA,
SYSTEM,ALM_TMPDETALOTE,USUACTUA,
SYSTEM,ALM_TMPDETAMOVI,ADJUVEND,
SYSTEM,ALM_TMPDETAMOVI,ARTL_ARTICULO,
SYSTEM,ALM_TMPDETAMOVI,ARTL_CLASE,
SYSTEM,ALM_TMPDETAMOVI,ARTL_CODIGRUP,
SYSTEM,ALM_TMPDETAMOVI,ARTL_COMPANIA,
SYSTEM,ALM_TMPDETAMOVI,CANTASIG,
SYSTEM,ALM_TMPDETAMOVI,CANTIDAD,
SYSTEM,ALM_TMPDETAMOVI,CANTITEM,
SYSTEM,ALM_TMPDETAMOVI,CANTSOLI,
SYSTEM,ALM_TMPDETAMOVI,CMPR_ALCANCE,
SYSTEM,ALM_TMPDETAMOVI,CMPR_CEDURUC,
SYSTEM,ALM_TMPDETAMOVI,CMPR_COMPANIA,
SYSTEM,ALM_TMPDETAMOVI,CMPR_NUMERO,
SYSTEM,ALM_TMPDETAMOVI,CMPR_SERIE,
SYSTEM,ALM_TMPDETAMOVI,CODIPROVE,
SYSTEM,ALM_TMPDETAMOVI,COSTANTE,
SYSTEM,ALM_TMPDETAMOVI,COSTUNIT,
SYSTEM,ALM_TMPDETAMOVI,DXML_ID,
SYSTEM,ALM_TMPDETAMOVI,ENTRSALI,
SYSTEM,ALM_TMPDETAMOVI,FACTIMPO,
SYSTEM,ALM_TMPDETAMOVI,FACTUTIL,
SYSTEM,ALM_TMPDETAMOVI,FECHACTU,
SYSTEM,ALM_TMPDETAMOVI,FECHCREA,
SYSTEM,ALM_TMPDETAMOVI,MODINUME,
SYSTEM,ALM_TMPDETAMOVI,MODISERIE,
SYSTEM,ALM_TMPDETAMOVI,NANDINA,
