CHILD_OWNER,CHILD_TABLE,FK_NAME,POSITION,CHILD_COLUMN,PARENT_OWNER,PARENT_TABLE,PARENT_COLUMN
SYSTEM,CNT_RETENCION,RETE_VNTA_FK,1,VNTA_COMPANIA,SYSTEM,VEN_VENTAS,OFCN_COMPANIA
SYSTEM,CNT_RETENCION,RETE_VNTA_FK,2,VNTA_OFICINA,SYSTEM,VEN_VENTAS,OFCN_OFICINA
SYSTEM,CNT_RETENCION,RETE_VNTA_FK,3,VNTA_SERIE,SYSTEM,VEN_VENTAS,SERIE
SYSTEM,CNT_RETENCION,RETE_VNTA_FK,4,VNTA_NUMERO,SYSTEM,VEN_VENTAS,NUMERO
SYSTEM,CNT_RETENCION,RETE_VNTA_FK,5,VNTA_TIPOCOMP,SYSTEM,VEN_VENTAS,TPCM_TIPOCOMP
SYSTEM,COB_ALCACOBR,ACOB_DTCB_FK,1,DTCB_DTCB_ID,SYSTEM,COB_DETACOBRO,DTCB_ID
SYSTEM,COB_ANTICIPO,ANTC_PLPP_FK,1,PLPP_ID,SYSTEM,VEN_PLANPAGO,PLPP_ID
SYSTEM,COB_DETACHEQ,DCHE_CHQE_FK,1,CHQE_CHQE_ID,SYSTEM,CAJ_CHEQUES,CHQE_ID
SYSTEM,COB_DETACHEQ,DCHE_EGEN_FK,1,EGEN_ESTADO,SYSTEM,GEN_ESTADOS,ESTADO
SYSTEM,COB_DETACHEQ,DCHE_PLCB_FK,1,PLCB_PLCB_ID,SYSTEM,VEN_PLANCOBR,PLCB_ID
SYSTEM,COB_DETACOBRO,DTCB_ASTO_FK,1,ASTO_COMPANIA,SYSTEM,CNT_ASIENTO,CMPN_COMPANIA
SYSTEM,COB_DETACOBRO,DTCB_ASTO_FK,2,ASTO_NUMEDIAR,SYSTEM,CNT_ASIENTO,NUMEDIAR
SYSTEM,COB_DETACOBRO,DTCB_EGEN_FK,1,EGEN_ESTADO,SYSTEM,GEN_ESTADOS,ESTADO
SYSTEM,COB_DETACOBRO,DTCB_NCCL_FK,1,NCCL_COMPANIA,SYSTEM,VEN_NOTACRED,OFCN_COMPANIA
SYSTEM,COB_DETACOBRO,DTCB_NCCL_FK,2,NCCL_OFICINA,SYSTEM,VEN_NOTACRED,OFCN_OFICINA
SYSTEM,COB_DETACOBRO,DTCB_NCCL_FK,3,NCCL_SERIE,SYSTEM,VEN_NOTACRED,SERIE
SYSTEM,COB_DETACOBRO,DTCB_NCCL_FK,4,NCCL_NUMERO,SYSTEM,VEN_NOTACRED,NUMERO
SYSTEM,COB_DETACOBRO,DTCB_PLCB_FK,1,PLCB_PLCB_ID,SYSTEM,VEN_PLANCOBR,PLCB_ID
SYSTEM,COB_DETACOBRO,DTCB_PTBN_FK,1,PTBN_NUMEOPER,SYSTEM,PRT_TRANSBANCA,NUMEOPER
SYSTEM,COB_DETACOBRO,DTCB_RCCB_FK,1,RCCB_NUMERO,SYSTEM,COB_RECICOBR,NUMERO
SYSTEM,COB_DETACOBRO,DTCB_VNDR_FK,1,VNDR_COMPANIA,SYSTEM,VEN_VENDCOBR,OFCN_COMPANIA
SYSTEM,COB_DETACOBRO,DTCB_VNDR_FK,2,VNDR_OFICINA,SYSTEM,VEN_VENDCOBR,OFCN_OFICINA
SYSTEM,COB_DETACOBRO,DTCB_VNDR_FK,3,VNDR_CODIGO,SYSTEM,VEN_VENDCOBR,CODIGO
SYSTEM,COB_DETADEBI,DDEB_OTRC_FK,1,OTRC_OTRC_ID,SYSTEM,COB_OTRODEBI,OTRC_ID
SYSTEM,COB_OTRODEBI,OTRC_FRPG_FK,1,FRPG_FORMPAGO,SYSTEM,GEN_FORMPAGO,FORMPAGO
SYSTEM,COB_OTRODEBI,OTRC_PRPG_FK,1,PRPG_CODIPERI,SYSTEM,GEN_PERIPAGO,CODIPERI
SYSTEM,COM_DETASOLI,DSOL_DTMV_FK,1,DTMV_DTMV_ID,SYSTEM,ALM_DETAMOVI,DTMV_ID
SYSTEM,COM_DETASOLI,DSOL_SCOM_FK,1,SCOM_SCOM_ID,SYSTEM,COM_SOLICOMP,SCOM_ID
SYSTEM,COM_NOTACREDI,NCPR_FRPG_FK,1,FRPG_FORMPAGO,SYSTEM,GEN_FORMPAGO,FORMPAGO
SYSTEM,COM_NOTACREDI,NCPR_TPPG_FK,1,TPPG_CODIGO,SYSTEM,GEN_TIPOPAGO,CODIGO
SYSTEM,COM_PLANPAGO,PPAG_EGEN_FK,1,EGEN_ESTADO,SYSTEM,GEN_ESTADOS,ESTADO
SYSTEM,COM_PLANPAGO,PPAG_OTRS_FK,1,OTRS_OTRS_ID,SYSTEM,PAG_OTRSCTAS,OTRS_ID
SYSTEM,COM_TMPCOMPRAS,CXML_EGEN_FK,1,EGEN_ESTADO,SYSTEM,GEN_ESTADOS,ESTADO
SYSTEM,COM_TMPCOMPRAS,CXML_FRPG_FK,1,FRPG_FORMPAGO,SYSTEM,GEN_FORMPAGO,FORMPAGO
SYSTEM,COM_TMPCOMPRAS,CXML_INCN_FK,1,INCN_COMPANIA,SYSTEM,CNT_INTECONT,CMPN_COMPANIA
SYSTEM,COM_TMPCOMPRAS,CXML_INCN_FK,2,INCN_PRODUCTO,SYSTEM,CNT_INTECONT,PRDT_PRODUCTO
SYSTEM,COM_TMPCOMPRAS,CXML_INCN_FK,3,INCN_TIPODOCU,SYSTEM,CNT_INTECONT,TPDC_TIPODOCU
SYSTEM,COM_TMPCOMPRAS,CXML_INCN_FK,4,INCN_CODITRAN,SYSTEM,CNT_INTECONT,CODITRAN
SYSTEM,COM_TMPCOMPRAS,CXML_MONE_FK,1,MONE_MONEDA,SYSTEM,GEN_MONEDA,MONEDA
SYSTEM,COM_TMPCOMPRAS,CXML_PAIS_FK,1,PAIS_CODIPAIS,SYSTEM,GEN_PAIS,CODIPAIS
SYSTEM,COM_TMPCOMPRAS,CXML_PRPG_DEFINIENDO_FK,1,PRPG_CODIPERI,SYSTEM,GEN_PERIPAGO,CODIPERI
SYSTEM,COM_TMPCOMPRAS,CXML_SCTR_FK,1,SCTR_SECUTRAN,SYSTEM,CNT_SECUTRAN,SECUTRAN
SYSTEM,COM_TMPCOMPRAS,CXML_STCM_FK,1,STCM_SUSTENTO,SYSTEM,CNT_SUSTCOMP,SUSTENTO
