OWNER,TABLE_NAME,COMMENTS
CTXSYS,CTX_USER_INDEX_ERRORS,
CTXSYS,CTX_USER_INDEXES,
CTXSYS,CTX_USER_INDEX_OBJECTS,
CTXSYS,CTX_USER_INDEX_PARTITIONS,
CTXSYS,CTX_USER_INDEX_SECTIONS,
CTXSYS,CTX_USER_INDEX_SET_INDEXES,
CTXSYS,CTX_USER_INDEX_SETS,
CTXSYS,CTX_USER_INDEX_SUB_LEXERS,
CTXSYS,CTX_USER_INDEX_SUB_LEXER_VALS,
CTXSYS,CTX_USER_INDEX_VALUES,
CTXSYS,CTX_USER_ORDER_BY_COLUMNS,
CTXSYS,CTX_USER_PENDING,
CTXSYS,CTX_USER_PREFERENCES,
CTXSYS,CTX_USER_PREFERENCE_VALUES,
CTXSYS,CTX_USER_SECTION_GROUPS,
CTXSYS,CTX_USER_SECTIONS,
CTXSYS,CTX_USER_SESSION_SQES,
CTXSYS,CTX_USER_SQES,
CTXSYS,CTX_USER_STOPLISTS,
CTXSYS,CTX_USER_STOPWORDS,
CTXSYS,CTX_USER_SUB_LEXERS,
CTXSYS,CTX_USER_THESAURI,
CTXSYS,CTX_USER_THES_PHRASES,
CTXSYS,CTX_VERSION,
CTXSYS,DR$ACTIVELOGS,
CTXSYS,DR$AUTOOPT,
CTXSYS,DR$CLASS,
CTXSYS,DR$DBO,
CTXSYS,DR$DELETE,
CTXSYS,DR$DICTIONARY,
CTXSYS,DR$FEATURE_USED,
CTXSYS,DR$FREQTOKS,
CTXSYS,DR$IDX_DICTIONARIES,
CTXSYS,DR$INDEX,
CTXSYS,DR$INDEX_CDI_COLUMN,
CTXSYS,DR$INDEX_ERROR,
CTXSYS,DR$INDEX_OBJECT,
CTXSYS,DR$INDEX_PARTITION,
CTXSYS,DR$INDEX_SET,
CTXSYS,DR$INDEX_SET_INDEX,
CTXSYS,DR$INDEX_VALUE,
CTXSYS,DR$NUMBER_SEQUENCE,
CTXSYS,DR$NVTAB,
CTXSYS,DR$OBJECT,
CTXSYS,DR$OBJECT_ATTRIBUTE,
CTXSYS,DR$OBJECT_ATTRIBUTE_LOV,
CTXSYS,DR$ONLINE_PENDING,
CTXSYS,DR$PARALLEL,
CTXSYS,DR$PARAMETER,
CTXSYS,DR$PENDING,
CTXSYS,DR$POLICY_TAB,
CTXSYS,DR$PREFERENCE,
CTXSYS,DR$PREFERENCE_VALUE,
CTXSYS,DR$SDATA_UPDATE,
CTXSYS,DR$SECTION,
CTXSYS,DR$SECTION_ATTRIBUTE,
CTXSYS,DR$SECTION_GROUP,
CTXSYS,DR$SECTION_GROUP_ATTRIBUTE,
CTXSYS,DR$SLOWQRYS,
CTXSYS,DR$SQE,
CTXSYS,DR$STATS,
CTXSYS,DR$STOPLIST,
CTXSYS,DR$STOPWORD,
CTXSYS,DR$SUB_LEXER,
CTXSYS,DR$THS,
CTXSYS,DR$THS_BT,
CTXSYS,DR$THS_FPHRASE,
CTXSYS,DR$THS_PHRASE,
CTXSYS,DR$TREE,
CTXSYS,DR$UNINDEXED,
CTXSYS,DR$USER_EXTRACT_ENTDICT,
CTXSYS,DR$USER_EXTRACT_RULE,
CTXSYS,DR$USER_EXTRACT_STOP_ENTITY,
CTXSYS,DR$USER_EXTRACT_TKDICT,
CTXSYS,DR$USER_EXTRACT_TYPE,
CTXSYS,DRV$AUTOOPT,
CTXSYS,DRV$DELETE,
CTXSYS,DRV$DELETE2,
CTXSYS,DRV$ONLINE_PENDING,
CTXSYS,DRV$PENDING,
CTXSYS,DRV$SDATA_UPDATE,
CTXSYS,DRV$SDATA_UPDATE2,
CTXSYS,DRV$TREE,
CTXSYS,DRV$UNINDEXED,
CTXSYS,DRV$UNINDEXED2,
CTXSYS,DRV$USER_EXTRACT_ENTDICT,
CTXSYS,DRV$USER_EXTRACT_RULE,
CTXSYS,DRV$USER_EXTRACT_STOP_ENTITY,
CTXSYS,DRV$USER_EXTRACT_TKDICT,
CTXSYS,DRV$USER_EXTRACT_TYPE,
CTXSYS,DRV$WAITING,
CTXSYS,DR$WAITING,
DBSFWUSER,ACL$_OBJ,
DBSFWUSER,EXADIRECT_ACL,
DBSFWUSER,IP_ACL,
DBSNMP,BSLN_BASELINES,Baselines Designated for Metric Statistics Calculation
DBSNMP,BSLN_METRIC_DEFAULTS,Default Attributes of Baselineable Metrics
DBSNMP,BSLN_STATISTICS,Metric Statistics for Baselines
DBSNMP,BSLN_THRESHOLD_PARAMS,Baseline Metric Threshold Parameters
DBSNMP,BSLN_TIMEGROUPS,Weekday/Weeknight and Day/Night Timegroup Definitions
DBSNMP,MGMT_BASELINE,
DBSNMP,MGMT_BASELINE_SQL,
DBSNMP,MGMT_BSLN_BASELINES,Database Metric Baselines (10.2)
DBSNMP,MGMT_BSLN_DATASOURCES,Registered Metric Baseline Datasources (10.2)
DBSNMP,MGMT_BSLN_INTERVALS,Database Metric Baseline Intervals (10.2)
DBSNMP,MGMT_BSLN_METRICS,Metrics Eligible for Baselines (10.2)
DBSNMP,MGMT_BSLN_STATISTICS,Database Metric Baseline Statistics (10.2)
DBSNMP,MGMT_BSLN_THRESHOLD_PARMS,Database Metric Baseline Thresholds (10.2)
DBSNMP,MGMT_CAPTURE,
DBSNMP,MGMT_CAPTURE_SQL,
DBSNMP,MGMT_DB_FEATURE_LOG,
DBSNMP,MGMT_DB_FILE_GTT,
DBSNMP,MGMT_DB_SIZE_GTT,
DBSNMP,MGMT_HISTORY,
DBSNMP,MGMT_HISTORY_SQL,
DBSNMP,MGMT_LATEST,
DBSNMP,MGMT_LATEST_SQL,
DBSNMP,MGMT_RESPONSE_BASELINE,
DBSNMP,MGMT_RESPONSE_CONFIG,
DBSNMP,MGMT_SNAPSHOT,
DBSNMP,MGMT_SNAPSHOT_SQL,
DBSNMP,MGMT_TEMPT_SQL,
DVSYS,AUDIT_TRAIL$,
DVSYS,CODE$,
DVSYS,CODE_T$,
DVSYS,CODE_T$_TEMP,
DVSYS,COMMAND_RULE$,
DVSYS,CONFIG$,
DVSYS,DBA_DV_APP_EXCEPTION,
DVSYS,DBA_DV_AUTH,
DVSYS,DBA_DV_CODE,
DVSYS,DBA_DV_COMMAND_RULE,
DVSYS,DBA_DV_COMMAND_RULE_ID,
DVSYS,DBA_DV_COMMON_OPERATION_STATUS,
DVSYS,DBA_DV_DATAPUMP_AUTH,
DVSYS,DBA_DV_DBCAPTURE_AUTH,
DVSYS,DBA_DV_DBREPLAY_AUTH,
DVSYS,DBA_DV_DDL_AUTH,
DVSYS,DBA_DV_DEBUG_CONNECT_AUTH,
DVSYS,DBA_DV_DIAGNOSTIC_AUTH,
DVSYS,DBA_DV_DICTIONARY_ACCTS,
DVSYS,DBA_DV_FACTOR,
DVSYS,DBA_DV_FACTOR_LINK,
DVSYS,DBA_DV_FACTOR_TYPE,
DVSYS,DBA_DV_IDENTITY,
DVSYS,DBA_DV_IDENTITY_MAP,
DVSYS,DBA_DV_INDEX_FUNCTION,
DVSYS,DBA_DV_JOB_AUTH,
DVSYS,DBA_DV_MAC_POLICY,
DVSYS,DBA_DV_MAC_POLICY_FACTOR,
DVSYS,DBA_DV_MAINTENANCE_AUTH,
DVSYS,DBA_DV_ORADEBUG,
DVSYS,DBA_DV_PATCH_ADMIN_AUDIT,
DVSYS,DBA_DV_POLICY,
DVSYS,DBA_DV_POLICY_LABEL,
DVSYS,DBA_DV_POLICY_OBJECT,
DVSYS,DBA_DV_POLICY_OWNER,
DVSYS,DBA_DV_PREPROCESSOR_AUTH,
DVSYS,DBA_DV_PROXY_AUTH,
DVSYS,DBA_DV_PUB_PRIVS,
DVSYS,DBA_DV_RAS_ATTACH_SESSION_AUTH,
DVSYS,DBA_DV_REALM,
DVSYS,DBA_DV_REALM_AUTH,
DVSYS,DBA_DV_REALM_OBJECT,
DVSYS,DBA_DV_ROLE,
DVSYS,DBA_DV_RULE,
DVSYS,DBA_DV_RULE_SET,
DVSYS,DBA_DV_RULE_SET_RULE,
DVSYS,DBA_DV_SIMULATION_LOG,
DVSYS,DBA_DV_STATUS,
DVSYS,DBA_DV_TTS_AUTH,
DVSYS,DBA_DV_USER_PRIVS,
DVSYS,DBA_DV_USER_PRIVS_ALL,
DVSYS,DV_ADMIN_GRANTEES,
DVSYS,DV_AUDIT_CLEANUP_GRANTEES,
DVSYS,DV_AUTH$,
DVSYS,DV$CMDCONTEXT,
DVSYS,DV$CODE,
DVSYS,DV$COMMAND_RULE,
DVSYS,DV$CONFIGURATION_AUDIT,
DVSYS,DV$ENFORCEMENT_AUDIT,
DVSYS,DV$FACTOR,
DVSYS,DV$FACTOR_LINK,
DVSYS,DV$FACTOR_TYPE,
DVSYS,DV$IDENTITY,
DVSYS,DV$IDENTITY_MAP,
DVSYS,DV$MAC_POLICY,
DVSYS,DV$MAC_POLICY_FACTOR,
DVSYS,DV_MONITOR_GRANTEES,
DVSYS,DV$OLS_POLICY,
DVSYS,DV$OLS_POLICY_LABEL,
DVSYS,DV$OUT,
DVSYS,DV_OWNER_GRANTEES,
DVSYS,DV$POLICY,
DVSYS,DV$POLICY_LABEL,
DVSYS,DV$REALM,
DVSYS,DV$REALM_AUTH,
DVSYS,DV$REALM_OBJECT,
DVSYS,DV$ROLE,
DVSYS,DV$RULE,
DVSYS,DV$RULE_SET,
DVSYS,DV$RULE_SET_RULE,
DVSYS,DV_SECANALYST_GRANTEES,
DVSYS,DV$SYS_GRANTEE,
DVSYS,DV$SYS_OBJECT,
DVSYS,DV$SYS_OBJECT_OWNER,
DVSYS,ENFORCE$,
DVSYS,EVENT_STATUS,
DVSYS,FACTOR$,
DVSYS,FACTOR_LINK$,
DVSYS,FACTOR_T$,
DVSYS,FACTOR_T$_TEMP,
DVSYS,FACTOR_TYPE$,
DVSYS,FACTOR_TYPE_T$,
DVSYS,FACTOR_TYPE_T$_TEMP,
DVSYS,IDENTITY$,
DVSYS,IDENTITY_MAP$,
DVSYS,KU$_DV_ACCTS_V,
DVSYS,KU$_DV_AUTH_AP_V,
DVSYS,KU$_DV_AUTH_DBCAPTURE_V,
DVSYS,KU$_DV_AUTH_DBREPLAY_V,
DVSYS,KU$_DV_AUTH_DDL_V,
DVSYS,KU$_DV_AUTH_DIAG_V,
DVSYS,KU$_DV_AUTH_DP_V,
DVSYS,KU$_DV_AUTH_JOB_V,
DVSYS,KU$_DV_AUTH_MAINT_V,
DVSYS,KU$_DV_AUTH_PREP_V,
DVSYS,KU$_DV_AUTH_PROXY_V,
DVSYS,KU$_DV_AUTH_RAS_AS_V,
DVSYS,KU$_DV_AUTH_TTS_V,
DVSYS,KU$_DV_COMMAND_RULE_VIEW,
DVSYS,KU$_DV_COMM_RULE_ALTS_V,
DVSYS,KU$_DV_FACTOR_LINK_VIEW,
DVSYS,KU$_DV_FACTOR_TYPE_VIEW,
DVSYS,KU$_DV_FACTOR_VIEW,
DVSYS,KU$_DV_IDENTITY_MAP_VIEW,
DVSYS,KU$_DV_IDENTITY_VIEW,
DVSYS,KU$_DV_INDEX_FUNC_V,
DVSYS,KU$_DV_ISRM_VIEW,
DVSYS,KU$_DV_ISR_VIEW,
DVSYS,KU$_DV_ORADEBUG_V,
DVSYS,KU$_DV_POLICY_OBJ_C_ALTS_V,
DVSYS,KU$_DV_POLICY_OBJ_C_V,
DVSYS,KU$_DV_POLICY_OBJ_R_V,
DVSYS,KU$_DV_POLICY_OWNER_V,
DVSYS,KU$_DV_POLICY_V,
DVSYS,KU$_DV_REALM_AUTH_VIEW,
DVSYS,KU$_DV_REALM_MEMBER_VIEW,
DVSYS,KU$_DV_REALM_VIEW,
DVSYS,KU$_DV_ROLE_VIEW,
DVSYS,KU$_DV_RULE_SET_MEMBER_VIEW,
DVSYS,KU$_DV_RULE_SET_VIEW,
DVSYS,KU$_DV_RULE_VIEW,
DVSYS,MAC_POLICY$,
DVSYS,MAC_POLICY_FACTOR$,
DVSYS,POLICY$,
DVSYS,POLICY_LABEL$,
DVSYS,POLICY_OBJECT$,
DVSYS,POLICY_OWNER$,
DVSYS,POLICY_OWNER_COMMAND_RULE,
DVSYS,POLICY_OWNER_POLICY,
DVSYS,POLICY_OWNER_POLICY_OBJECT,
DVSYS,POLICY_OWNER_REALM,
DVSYS,POLICY_OWNER_REALM_AUTH,
DVSYS,POLICY_OWNER_REALM_OBJECT,
DVSYS,POLICY_OWNER_RULE,
DVSYS,POLICY_OWNER_RULE_SET,
DVSYS,POLICY_OWNER_RULE_SET_RULE,
DVSYS,POLICY_T$,
DVSYS,POLICY_T$_TEMP,
DVSYS,REALM$,
DVSYS,REALM_AUTH$,
DVSYS,REALM_OBJECT$,
DVSYS,REALM_T$,
DVSYS,REALM_T$_TEMP,
DVSYS,ROLE$,
DVSYS,RULE$,
DVSYS,RULE_SET$,
DVSYS,RULE_SET_RULE$,
DVSYS,RULE_SET_T$,
DVSYS,RULE_SET_T$_TEMP,
DVSYS,RULE_T$,
DVSYS,RULE_T$_TEMP,
DVSYS,SIMULATION_LOG$,
DVSYS,STATUS$,
GSMADMIN_INTERNAL,ALL_CHUNKS,
GSMADMIN_INTERNAL,AQ$CHANGE_LOG_QUEUE_TABLE,
GSMADMIN_INTERNAL,AQ$_CHANGE_LOG_QUEUE_TABLE_F,
GSMADMIN_INTERNAL,AQ$_CHANGE_LOG_QUEUE_TABLE_G,
GSMADMIN_INTERNAL,AQ$_CHANGE_LOG_QUEUE_TABLE_H,
GSMADMIN_INTERNAL,AQ$_CHANGE_LOG_QUEUE_TABLE_I,
GSMADMIN_INTERNAL,AQ$_CHANGE_LOG_QUEUE_TABLE_L,
GSMADMIN_INTERNAL,AQ$CHANGE_LOG_QUEUE_TABLE_R,
GSMADMIN_INTERNAL,AQ$_CHANGE_LOG_QUEUE_TABLE_S,
GSMADMIN_INTERNAL,AQ$CHANGE_LOG_QUEUE_TABLE_S,
GSMADMIN_INTERNAL,AQ$_CHANGE_LOG_QUEUE_TABLE_T,
GSMADMIN_INTERNAL,BACKUP_CONFIG_INFO,
GSMADMIN_INTERNAL,BROKER_CONFIGS,
GSMADMIN_INTERNAL,CATALOG_REQUESTS,
GSMADMIN_INTERNAL,CHANGE_LOG_QUEUE_TABLE,
GSMADMIN_INTERNAL,CHUNKDATA_TMP,
GSMADMIN_INTERNAL,CHUNK_LOC,
GSMADMIN_INTERNAL,CHUNKS,
GSMADMIN_INTERNAL,CLOUD,
GSMADMIN_INTERNAL,CONTAINER_DATABASE,
GSMADMIN_INTERNAL,CREDENTIAL,
GSMADMIN_INTERNAL,DATABASE,
GSMADMIN_INTERNAL,DATABASE_POOL,
GSMADMIN_INTERNAL,DATABASE_POOL_ADMIN,
GSMADMIN_INTERNAL,DDLID$,
GSMADMIN_INTERNAL,DUPLICATED_TABLE,
GSMADMIN_INTERNAL,DUPLICATED_TABLE_DETAILS,
GSMADMIN_INTERNAL,DUPLICATED_TABLE_DETAILS$,
GSMADMIN_INTERNAL,FILES,
GSMADMIN_INTERNAL,GDSCTL_MESSAGES,
GSMADMIN_INTERNAL,GLOBAL_TABLE,
GSMADMIN_INTERNAL,GSM,
GSMADMIN_INTERNAL,GSM_REQUESTS,
GSMADMIN_INTERNAL,HETEROGENEOUS_COLUMNS,
GSMADMIN_INTERNAL,LOCAL_CHUNK_COLUMNS,
GSMADMIN_INTERNAL,LOCAL_CHUNKS,
GSMADMIN_INTERNAL,LOCAL_CHUNK_TYPES,
GSMADMIN_INTERNAL,LOCAL_TABLE_FAMILY_SERVICES,
GSMADMIN_INTERNAL,MOVE_DATA,
GSMADMIN_INTERNAL,PARTITION_SET,
GSMADMIN_INTERNAL,REGION,
GSMADMIN_INTERNAL,SERVICE,
GSMADMIN_INTERNAL,SERVICE_PREFERRED_AVAILABLE,
GSMADMIN_INTERNAL,SHA_DATABASES,
GSMADMIN_INTERNAL,SHARDED_TABLE_FAMILIES,
GSMADMIN_INTERNAL,SHARD_GROUP,
GSMADMIN_INTERNAL,SHARDKEY_COLUMNS,
GSMADMIN_INTERNAL,SHARD_SPACE,
GSMADMIN_INTERNAL,SHARD_TS,
GSMADMIN_INTERNAL,TABLE_FAMILY,
GSMADMIN_INTERNAL,TABLESPACE_SET,
GSMADMIN_INTERNAL,TS_SET_TABLE,
GSMADMIN_INTERNAL,VERIFY_HISTORY,
GSMADMIN_INTERNAL,VNCR,
LBACSYS,ALL_SA_AUDIT_OPTIONS,
LBACSYS,ALL_SA_COMPARTMENTS,
LBACSYS,ALL_SA_DATA_LABELS,
LBACSYS,ALL_SA_GROUP_HIERARCHY,
LBACSYS,ALL_SA_GROUPS,
LBACSYS,ALL_SA_LABELS,
LBACSYS,ALL_SA_LEVELS,
LBACSYS,ALL_SA_POLICIES,
LBACSYS,ALL_SA_PROG_PRIVS,
LBACSYS,ALL_SA_PROGRAMS,
LBACSYS,ALL_SA_SCHEMA_POLICIES,
LBACSYS,ALL_SA_TABLE_POLICIES,
LBACSYS,ALL_SA_USER_COMPARTMENTS,
LBACSYS,ALL_SA_USER_GROUPS,
LBACSYS,ALL_SA_USER_LABELS,
LBACSYS,ALL_SA_USER_LEVELS,
LBACSYS,ALL_SA_USER_PRIVS,
LBACSYS,ALL_SA_USERS,
LBACSYS,CDB_LBAC_DATA_LABELS,in all containers
LBACSYS,CDB_LBAC_LABELS,in all containers
LBACSYS,CDB_LBAC_LABEL_TAGS,in all containers
LBACSYS,CDB_LBAC_POLICIES,in all containers
LBACSYS,CDB_LBAC_SCHEMA_POLICIES,in all containers
LBACSYS,CDB_LBAC_TABLE_POLICIES,in all containers
LBACSYS,CDB_OLS_AUDIT_OPTIONS,in all containers
LBACSYS,CDB_OLS_STATUS,in all containers
LBACSYS,CDB_OLS_USERS,in all containers
LBACSYS,CDB_SA_AUDIT_OPTIONS,in all containers
LBACSYS,CDB_SA_COMPARTMENTS,in all containers
LBACSYS,CDB_SA_DATA_LABELS,in all containers
LBACSYS,CDB_SA_GROUP_HIERARCHY,in all containers
LBACSYS,CDB_SA_GROUPS,in all containers
LBACSYS,CDB_SA_LABELS,in all containers
LBACSYS,CDB_SA_LEVELS,in all containers
LBACSYS,CDB_SA_POLICIES,in all containers
LBACSYS,CDB_SA_PROG_PRIVS,in all containers
LBACSYS,CDB_SA_PROGRAMS,in all containers
LBACSYS,CDB_SA_SCHEMA_POLICIES,in all containers
LBACSYS,CDB_SA_TABLE_POLICIES,in all containers
LBACSYS,CDB_SA_USER_COMPARTMENTS,in all containers
LBACSYS,CDB_SA_USER_GROUPS,in all containers
LBACSYS,CDB_SA_USER_LABELS,in all containers
LBACSYS,CDB_SA_USER_LEVELS,in all containers
LBACSYS,CDB_SA_USER_PRIVS,in all containers
LBACSYS,CDB_SA_USERS,in all containers
LBACSYS,DBA_LBAC_DATA_LABELS,
LBACSYS,DBA_LBAC_LABELS,
LBACSYS,DBA_LBAC_LABEL_TAGS,
LBACSYS,DBA_LBAC_POLICIES,
LBACSYS,DBA_LBAC_SCHEMA_POLICIES,
LBACSYS,DBA_LBAC_TABLE_POLICIES,
LBACSYS,DBA_OLS_AUDIT_OPTIONS,
LBACSYS,DBA_OLS_STATUS,
LBACSYS,DBA_OLS_USERS,
LBACSYS,DBA_SA_AUDIT_OPTIONS,
LBACSYS,DBA_SA_COMPARTMENTS,
LBACSYS,DBA_SA_DATA_LABELS,
LBACSYS,DBA_SA_GROUP_HIERARCHY,
LBACSYS,DBA_SA_GROUPS,
LBACSYS,DBA_SA_LABELS,
LBACSYS,DBA_SA_LEVELS,
LBACSYS,DBA_SA_POLICIES,
LBACSYS,DBA_SA_PROG_PRIVS,
LBACSYS,DBA_SA_PROGRAMS,
LBACSYS,DBA_SA_SCHEMA_POLICIES,
LBACSYS,DBA_SA_TABLE_POLICIES,
LBACSYS,DBA_SA_USER_COMPARTMENTS,
LBACSYS,DBA_SA_USER_GROUPS,
LBACSYS,DBA_SA_USER_LABELS,
LBACSYS,DBA_SA_USER_LEVELS,
LBACSYS,DBA_SA_USER_PRIVS,
LBACSYS,DBA_SA_USERS,
LBACSYS,OLS$AUDIT,
LBACSYS,OLS$AUDIT_ACTIONS,
LBACSYS,OLS$COMPARTMENTS,
LBACSYS,OLS$DIP_DEBUG,
LBACSYS,OLS$DIP_EVENTS,
LBACSYS,OLS$GROUPS,
LBACSYS,OLS$INSTALLATIONS,
LBACSYS,OLS$LAB,
LBACSYS,OLS$LEVELS,
LBACSYS,OLS$POL,
LBACSYS,OLS$POLICY_ADMIN,
LBACSYS,OLS$POLICY_COLUMNS,
LBACSYS,OLS$POLS,
LBACSYS,OLS$POLT,
LBACSYS,OLS$PROFILE,
LBACSYS,OLS$PROFILES,
LBACSYS,OLS$PROG,
LBACSYS,OLS$PROPS,
LBACSYS,OLS$SESSINFO,
LBACSYS,OLS$TRUSTED_PROGS,
LBACSYS,OLS$USER,
LBACSYS,OLS$USER_COMPARTMENTS,
LBACSYS,OLS$USER_GROUPS,
LBACSYS,OLS$USER_LEVELS,
LBACSYS,SA$ADMIN,
LBACSYS,SA$POL,
LBACSYS,USER_SA_SESSION,
MDSYS,ALL_ANNOTATION_TEXT_METADATA,
MDSYS,ALL_GEOMETRY_COLUMNS,
MDSYS,ALL_SDO_ANIMATIONS,
MDSYS,ALL_SDO_CACHED_MAPS,
MDSYS,ALL_SDO_CSW_SERVICE_INFO,
MDSYS,ALL_SDO_DIAG_MESSAGES,
MDSYS,ALL_SDO_GEOM_METADATA,
MDSYS,ALL_SDO_GEOR_SYSDATA,
MDSYS,ALL_SDO_INDEX_HISTOGRAM,
MDSYS,ALL_SDO_INDEX_INFO,
MDSYS,ALL_SDO_INDEX_METADATA,
MDSYS,ALL_SDO_LIGHTSOURCES,
MDSYS,ALL_SDO_LRS_METADATA,
MDSYS,ALL_SDO_MAPS,
MDSYS,ALL_SDO_NETWORK_CONSTRAINTS,
MDSYS,ALL_SDO_NETWORK_FEATURE,
MDSYS,ALL_SDO_NETWORK_HISTORIES,
MDSYS,ALL_SDO_NETWORK_JAVA_OBJECTS,
MDSYS,ALL_SDO_NETWORK_LOCKS_WM,
MDSYS,ALL_SDO_NETWORK_METADATA,
MDSYS,ALL_SDO_NETWORK_TIMESTAMPS,
MDSYS,ALL_SDO_NETWORK_USER_DATA,
MDSYS,ALL_SDO_NFE_MODEL_FTLAYER_REL,
MDSYS,ALL_SDO_NFE_MODEL_METADATA,
MDSYS,ALL_SDO_NFE_MODEL_WORKSPACE,
MDSYS,ALL_SDO_SCENES,
MDSYS,ALL_SDO_STYLES,
MDSYS,ALL_SDO_THEMES,
MDSYS,ALL_SDO_TIN_PC_SYSDATA,
MDSYS,ALL_SDO_TOPO_INFO,
MDSYS,ALL_SDO_TOPO_METADATA,
MDSYS,ALL_SDO_VIEWFRAMES,
MDSYS,ALL_SDO_3DTHEMES,
MDSYS,ALL_SDO_3DTXFMS,
MDSYS,CS_SRS,
MDSYS,CSW_SERVICE_INFO,
MDSYS,CURRENTSESSIONTOKENMAP$,
MDSYS,CURRENTSESSIONTOKENMAP_T$,
MDSYS,DBA_GEOMETRY_COLUMNS,
MDSYS,DBA_SDO_MAPS,
MDSYS,DBA_SDO_STYLES,
MDSYS,DBA_SDO_THEMES,
MDSYS,EXT_TAB_AXES,
MDSYS,EXT_TAB_AXIS_NAMES,
MDSYS,EXT_TAB_COORD_OPS,
MDSYS,EXT_TAB_COORD_SYS,
MDSYS,EXT_TAB_CS_SRS,
MDSYS,EXT_TAB_DATUMS,
MDSYS,EXT_TAB_ELLIPSOIDS,
MDSYS,EXT_TAB_MEASURE,
MDSYS,EXT_TAB_OP_METHODS,
MDSYS,EXT_TAB_OP_PARAMS,
MDSYS,EXT_TAB_OP_PARAM_USE,
MDSYS,EXT_TAB_OP_PATHS,
MDSYS,EXT_TAB_PARAM_VALS,
MDSYS,EXT_TAB_PARAM_VALS_1,
MDSYS,EXT_TAB_PREFERRED_OPS_SYSTEM,
MDSYS,EXT_TAB_PRIME_MERIDIANS,
MDSYS,EXT_TAB_REF_SYS,
MDSYS,EXT_TAB_REF_SYS_1,
MDSYS,FINAL_PARTITION,
MDSYS,GEODETIC_SRIDS,
MDSYS,MD$RELATE,
MDSYS,MY_SDO_INDEX_METADATA,
MDSYS,NDM_FINAL_PARTITION,
MDSYS,NDM_PARTITION_TMP_2,
MDSYS,NDM_PARTITION_TMP_3,
MDSYS,NTV2_XML_DATA,
MDSYS,OGIS_GEOMETRY_COLUMNS,
MDSYS,OGIS_SPATIAL_REFERENCE_SYSTEMS,
MDSYS,OLS_DIR_BUSINESS_CHAINS,
MDSYS,OLS_DIR_BUSINESSES,
MDSYS,OLS_DIR_CATEGORIES,
MDSYS,OLS_DIR_CATEGORIZATIONS,
