sheet,cell,row,column,source,target_header,reason,label,description
c111,H51,51,H/8,objective,PRODUCTO A ENTREGAR,target_column,Ammonia/Ethanol/CO2 Control Normal,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H51 (fila 51, columna H/8). Contexto de fila: 'Ammonia/Ethanol/CO2 Control Normal' en B51."
c111,H52,52,H/8,objective,PRODUCTO A ENTREGAR,target_column,Ammonia/Ethanol/CO2 Control Normal,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H52 (fila 52, columna H/8). Contexto de fila: 'Ammonia/Ethanol/CO2 Control Normal' en B52."
c111,H53,53,H/8,objective,PRODUCTO A ENTREGAR,target_column,PreciControl D- Dimer,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H53 (fila 53, columna H/8). Contexto de fila: 'PreciControl D- Dimer' en B53."
c111,H54,54,H/8,objective,PRODUCTO A ENTREGAR,target_column,CONSUMIBLES,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H54 (fila 54, columna H/8). Contexto de fila: 'CONSUMIBLES' en A54."
c111,H55,55,H/8,objective,PRODUCTO A ENTREGAR,target_column,NaCL 9% cobas c 111,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H55 (fila 55, columna H/8). Contexto de fila: 'NaCL 9% cobas c 111' en B55."
c111,H56,56,H/8,objective,PRODUCTO A ENTREGAR,target_column,HAEMOLYSE REAGENT 800T COBAS C111,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H56 (fila 56, columna H/8). Contexto de fila: 'HAEMOLYSE REAGENT 800T COBAS C111' en B56."
c111,H57,57,H/8,objective,PRODUCTO A ENTREGAR,target_column,"Activator for cobas c,Integra,c111","Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H57 (fila 57, columna H/8). Contexto de fila: 'Activator for cobas c,Integra,c111' en B57."
c111,H58,58,H/8,objective,PRODUCTO A ENTREGAR,target_column,ISE CLEANING SOLUTION  5x100ml,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H58 (fila 58, columna H/8). Contexto de fila: 'ISE CLEANING SOLUTION  5x100ml' en B58."
c111,H59,59,H/8,objective,PRODUCTO A ENTREGAR,target_column,Cobas Integra Cleaner,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H59 (fila 59, columna H/8). Contexto de fila: 'Cobas Integra Cleaner' en B59."
c111,H60,60,H/8,objective,PRODUCTO A ENTREGAR,target_column,Micro Cuvette Segment,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H60 (fila 60, columna H/8). Contexto de fila: 'Micro Cuvette Segment' en B60."
c111,H61,61,H/8,objective,PRODUCTO A ENTREGAR,target_column,Sample cup    250 St,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H61 (fila 61, columna H/8). Contexto de fila: 'Sample cup    250 St' en B61."
c111,H62,62,H/8,objective,PRODUCTO A ENTREGAR,target_column,URISYS Thermo-printer paper 5,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H62 (fila 62, columna H/8). Contexto de fila: 'URISYS Thermo-printer paper 5' en B62."
c111,H63,63,H/8,objective,PRODUCTO A ENTREGAR,target_column,LAMP HALOGEN 12V/20W ASSY,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H63 (fila 63, columna H/8). Contexto de fila: 'LAMP HALOGEN 12V/20W ASSY' en B63."
