CHILD_OWNER,CHILD_TABLE,FK_NAME,POSITION,CHILD_COLUMN,PARENT_OWNER,PARENT_TABLE,PARENT_COLUMN,DELETE_RULE,STATUS
GSMADMIN_INTERNAL,ALL_CHUNKS,ALLCHUNK_SHARDSPACE,1,SHARDSPACE_ID,GSMADMIN_INTERNAL,SHARD_SPACE,SHARDSPACE_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,BROKER_CONFIGS,BK_IN_SHARDSPACE,1,SHARDSPACE_ID,GSMADMIN_INTERNAL,SHARD_SPACE,SHARDSPACE_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,CATALOG_REQUESTS,CR_DATABASE,1,EXEC_DB,GSMADMIN_INTERNAL,DATABASE,DATABASE_NUM,NO ACTION,ENABLED
GSMADMIN_INTERNAL,CATALOG_REQUESTS,CR_DBSRC,1,SOURCE_DB,GSMADMIN_INTERNAL,DATABASE,DATABASE_NUM,NO ACTION,ENABLED
GSMADMIN_INTERNAL,CATALOG_REQUESTS,CR_DBTRGT,1,TARGET_DB,GSMADMIN_INTERNAL,DATABASE,DATABASE_NUM,NO ACTION,ENABLED
GSMADMIN_INTERNAL,CHUNK_LOC,CL_CHUNK,1,CHUNK_NUMBER,GSMADMIN_INTERNAL,CHUNKS,CHUNK_NUMBER,NO ACTION,ENABLED
GSMADMIN_INTERNAL,CHUNK_LOC,CL_CHUNK,2,SHARDSPACE_ID,GSMADMIN_INTERNAL,CHUNKS,SHARDSPACE_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,CHUNK_LOC,CL_DATABASE,1,DATABASE_NUM,GSMADMIN_INTERNAL,DATABASE,DATABASE_NUM,NO ACTION,ENABLED
GSMADMIN_INTERNAL,CHUNK_LOC,CL_SHARDGROUP,1,SHARDGROUP_ID,GSMADMIN_INTERNAL,SHARD_GROUP,SHARDGROUP_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,CHUNK_LOC,CL_SHARDSPACE,1,SHARDSPACE_ID,GSMADMIN_INTERNAL,SHARD_SPACE,SHARDSPACE_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,CHUNKS,CHUNK_SHARDSPACE,1,SHARDSPACE_ID,GSMADMIN_INTERNAL,SHARD_SPACE,SHARDSPACE_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,CREDENTIAL,SYS_C006467,1,POOL_NAME,GSMADMIN_INTERNAL,DATABASE_POOL,NAME,NO ACTION,ENABLED
GSMADMIN_INTERNAL,DATABASE,IN_CONTAINER,1,CONTAINER,GSMADMIN_INTERNAL,CONTAINER_DATABASE,NAME,NO ACTION,ENABLED
GSMADMIN_INTERNAL,DATABASE,IN_DRSET,1,DRSET_NUMBER,GSMADMIN_INTERNAL,BROKER_CONFIGS,DRSET_NUMBER,NO ACTION,ENABLED
GSMADMIN_INTERNAL,DATABASE,IN_SHARDGROUP,1,SHARDGROUP_ID,GSMADMIN_INTERNAL,SHARD_GROUP,SHARDGROUP_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,DATABASE,IN_SHARDSPACE,1,SHARDSPACE_ID,GSMADMIN_INTERNAL,SHARD_SPACE,SHARDSPACE_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,DATABASE,SYS_C006454,1,POOL_NAME,GSMADMIN_INTERNAL,DATABASE_POOL,NAME,NO ACTION,ENABLED
GSMADMIN_INTERNAL,DATABASE,SYS_C006455,1,REGION_NUM,GSMADMIN_INTERNAL,REGION,NUM,NO ACTION,ENABLED
GSMADMIN_INTERNAL,DATABASE_POOL_ADMIN,SYS_C006401,1,POOL_NAME,GSMADMIN_INTERNAL,DATABASE_POOL,NAME,NO ACTION,ENABLED
GSMADMIN_INTERNAL,FILES,SYS_C006464,1,POOL_NAME,GSMADMIN_INTERNAL,DATABASE_POOL,NAME,NO ACTION,ENABLED
GSMADMIN_INTERNAL,GLOBAL_TABLE,GT_FAMILY,1,FAMILY_ID,GSMADMIN_INTERNAL,TABLE_FAMILY,FAMILY_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,GSM,SYS_C006389,1,REGION_NUM,GSMADMIN_INTERNAL,REGION,NUM,NO ACTION,ENABLED
GSMADMIN_INTERNAL,PARTITION_SET,PS_FAMILY,1,FAMILY_ID,GSMADMIN_INTERNAL,TABLE_FAMILY,FAMILY_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,REGION,SYS_C006380,1,BUDDY_REGION,GSMADMIN_INTERNAL,REGION,NUM,NO ACTION,ENABLED
GSMADMIN_INTERNAL,SERVICE,IN_FAMILY,1,TABLE_FAMILY,GSMADMIN_INTERNAL,TABLE_FAMILY,FAMILY_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,SERVICE,SYS_C006480,1,POOL_NAME,GSMADMIN_INTERNAL,DATABASE_POOL,NAME,NO ACTION,ENABLED
GSMADMIN_INTERNAL,SERVICE_PREFERRED_AVAILABLE,FK_DB_SPA,1,DATABASE,GSMADMIN_INTERNAL,DATABASE,NAME,NO ACTION,ENABLED
GSMADMIN_INTERNAL,SERVICE_PREFERRED_AVAILABLE,FK_SP_SPA,1,SERVICE_NAME,GSMADMIN_INTERNAL,SERVICE,NAME,NO ACTION,ENABLED
GSMADMIN_INTERNAL,SERVICE_PREFERRED_AVAILABLE,FK_SP_SPA,2,POOL_NAME,GSMADMIN_INTERNAL,SERVICE,POOL_NAME,NO ACTION,ENABLED
GSMADMIN_INTERNAL,SERVICE_PREFERRED_AVAILABLE,SPA_IN_POOL,1,POOL_NAME,GSMADMIN_INTERNAL,DATABASE_POOL,NAME,NO ACTION,ENABLED
GSMADMIN_INTERNAL,SHARD_GROUP,SG_IN_REGION,1,REGION_NUM,GSMADMIN_INTERNAL,REGION,NUM,NO ACTION,ENABLED
GSMADMIN_INTERNAL,SHARD_GROUP,SG_IN_SHARDSPACE,1,SHARDSPACE_ID,GSMADMIN_INTERNAL,SHARD_SPACE,SHARDSPACE_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,SHARDKEY_COLUMNS,SC_IN_FAMILY,1,FAMILY_ID,GSMADMIN_INTERNAL,TABLE_FAMILY,FAMILY_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,SHARD_SPACE,SS_IN_POOL,1,DATABASE_POOL,GSMADMIN_INTERNAL,DATABASE_POOL,NAME,NO ACTION,ENABLED
GSMADMIN_INTERNAL,SHARD_TS,STS_TS,1,TABLESPACE_SET,GSMADMIN_INTERNAL,TABLESPACE_SET,SET_NAME,NO ACTION,ENABLED
GSMADMIN_INTERNAL,TABLESPACE_SET,TS_FAMILY,1,FAMILY_ID,GSMADMIN_INTERNAL,TABLE_FAMILY,FAMILY_ID,NO ACTION,ENABLED
GSMADMIN_INTERNAL,TABLESPACE_SET,TS_PARTSET,1,PARTITION_SET,GSMADMIN_INTERNAL,PARTITION_SET,SET_NAME,NO ACTION,ENABLED
GSMADMIN_INTERNAL,TS_SET_TABLE,TS_SET_GT,1,TABLE_OBJ#,GSMADMIN_INTERNAL,GLOBAL_TABLE,TABLE_OBJ#,NO ACTION,ENABLED
GSMADMIN_INTERNAL,TS_SET_TABLE,TS_SET_TS,1,TABLESPACE_NAME,GSMADMIN_INTERNAL,TABLESPACE_SET,SET_NAME,NO ACTION,ENABLED
LBACSYS,OLS$AUDIT,SYS_C008009,1,POL#,LBACSYS,OLS$POL,POL#,CASCADE,ENABLED
LBACSYS,OLS$COMPARTMENTS,OLS_COMP_POL_FK,1,POL#,LBACSYS,OLS$POL,POL#,CASCADE,ENABLED
LBACSYS,OLS$GROUPS,OLS_GROUP_PARENT,1,POL#,LBACSYS,OLS$GROUPS,POL#,NO ACTION,ENABLED
LBACSYS,OLS$GROUPS,OLS_GROUP_PARENT,2,PARENT#,LBACSYS,OLS$GROUPS,GROUP#,NO ACTION,ENABLED
LBACSYS,OLS$GROUPS,OLS_GROUP_POL_FK,1,POL#,LBACSYS,OLS$POL,POL#,CASCADE,ENABLED
LBACSYS,OLS$LAB,OLS_LABEL_POLICY_FK,1,POL#,LBACSYS,OLS$POL,POL#,CASCADE,ENABLED
LBACSYS,OLS$LEVELS,OLS_LEVEL_POL_FK,1,POL#,LBACSYS,OLS$POL,POL#,CASCADE,ENABLED
LBACSYS,OLS$POLICY_ADMIN,OLS_ADMIN_POLICY_FK,1,POLICY_NAME,LBACSYS,OLS$POL,POL_NAME,CASCADE,ENABLED
LBACSYS,OLS$POLS,SYS_C007906,1,POL#,LBACSYS,OLS$POL,POL#,CASCADE,ENABLED
LBACSYS,OLS$POLT,SYS_C007911,1,POL#,LBACSYS,OLS$POL,POL#,CASCADE,ENABLED
LBACSYS,OLS$PROFILE,SYS_C007914,1,POL#,LBACSYS,OLS$POL,POL#,CASCADE,ENABLED
LBACSYS,OLS$PROFILES,OLS_PROFILE_POLICY_FK,1,POLICY_NAME,LBACSYS,OLS$POL,POL_NAME,CASCADE,ENABLED
LBACSYS,OLS$PROG,SYS_C007925,1,POL#,LBACSYS,OLS$POL,POL#,CASCADE,ENABLED
LBACSYS,OLS$USER,SYS_C007919,1,POL#,LBACSYS,OLS$POL,POL#,CASCADE,ENABLED
LBACSYS,OLS$USER,SYS_C007920,1,PROFID,LBACSYS,OLS$PROFILE,PROFID,NO ACTION,ENABLED
LBACSYS,OLS$USER_COMPARTMENTS,OLS_USER_COMP_FK,1,POL#,LBACSYS,OLS$COMPARTMENTS,POL#,NO ACTION,ENABLED
LBACSYS,OLS$USER_COMPARTMENTS,OLS_USER_COMP_FK,2,COMP#,LBACSYS,OLS$COMPARTMENTS,COMP#,NO ACTION,ENABLED
